Show,Sentiment,Review
Two and a Half Men,0,"I swear to God, I don't think I could come up with a worse ending."
Two and a Half Men,1,Two and a Half Men has always been a sturdy little sitcom.
Resident Alien,1,"Resident Alien is still a hoot, and I’m digging the current “Harry in New York City” storyline. But the show isn’t perfect, and some of the human subplots have been lacking ..."
Resident Alien,1,Resident Alien's strength lies with its ability to develop characters. It's a rarity among comedies to have so many fully-fleshed characters you wholeheartedly support.
Resident Alien,1,"It's still amusing, but the premiere didn't contain the laugh-out-loud scenes of early Season 1 episodes."
Resident Alien,1,"This season brings in more heart, humor, and drama. Alan Tudyk somehow got even better in this role, which felt impossible after season 1."
Wolf Like Me,0,"Wolf Like Me aims high, but ends up howling at the moon with some deeply implausible parental angst"
Wolf Like Me,0,"Wolf Like Me might claim to be a TV show, but its really a movie. (A short one, at that.)"
Wolf Like Me,1,Wolf Like Me is right up there with the likes of Russian Doll for just smart and fun storytelling that brings the surreal into the very real.
Wolf Like Me,0,The first three episodes mildly intrigued me – but not enough to want to continue.
Wolf Like Me,0,"Before things take a supernatural turn, they play out like an afternoon Hallmark Channel weepie."
Wolf Like Me,0,"So bad it's good? No, just the former..."
Wolf Like Me,0,"Is it a love story? A story about redemtion? About creating a trusting, loving family after tragedy has visited the home? It's hard to know what's really going on here, or why it's going on."
Wolf Like Me,1,Isla Fisher's performance alone is worth the price of admission.
Wolf Like Me,1,Wolf Like Me might just be the unexpected viewing highlight of your summer.
Wolf Like Me,1,"The show is, in a way, about magic – and to make that click, it needs to have its own magic. Gad and Fisher bring it. There’s a playfulness here that gives it energy."
Wolf Like Me,0,Wolf Like Me takes its traumatic situation so seriously I kept waiting for it to let its hair down.
Wolf Like Me,1,"The six-episode series is so charming, disarming and odd it's almost a work of magic. And, as with any magic trick, the delight depends on not knowing how it's going to work."
Wolf Like Me,1,"Wolf Like Me is a delightful surprise. As as monster love story that resonates with genuine emotion and sharp psychology, it plays against type by being a drama first and foremost."
Wolf Like Me,0,The show is heavy handed [...] without actually delivering
Wolf Like Me,0,"It has a true bleeding heart, gushier than a lot of other rom-coms, but it could use a lot more bite."
Wolf Like Me,1,"Wolf Like Me is more drama than comedy, but it works either way, despite its strange premise. Much of that is thanks to Gad and Fisher, but it's also because Forsythe has ground the show's more supernatural elements in reality."
Wolf Like Me,1,"Held up next to others of its kind, Wolf Like Me may not do enough to cement itself in memory, but it's an unexpectedly heartfelt tale..."
Wolf Like Me,1,"While I won't spoil the twist for you here, let's just say that it works because Wolf Like Me never tries to be a genre bait-and-switch but rather uses elements from multiple types of stories to deliver a satisfying narrative."
Wolf Like Me,1,"A show that takes a moment to pin down, but feels wonderfully richer the deeper you go."
Wolf Like Me,1,"Fisher's always possessed the talent of a leading lady in projects like The Great Gatsby and Arrested Development. Here, she plays up a tender heart hiding behind wall of quick-witted jokes."
Wolf Like Me,1,"Whether you want to find Wolf Like Me utterly serious or likably silly, it's all there in [Fisher's] performance, which made me laugh and tear up in equal measure."
Wolf Like Me,1,...Abe Forsythe brings the same brand of humor to the series as he did to Little Monsters.
Wolf Like Me,0,"Wolf Like Me's supernatural elements are its weakest parts, delivered in wispy terms that make them indistinct and generic."
Wolf Like Me,0,"""Wolf Like Me"" is more of a bummer than a fun watch."
Wolf Like Me,1,"While the first two episodes require a healthy dose of patience, it's worth holding on for the remaining four, where the show stops relying on mystery and the two main characters lay it all on the line, for the audience and each other."
Bates Motel,1,"The Cord was crazy and unpredictable and emotional, and gave audiences one of the series' creepiest moments in the past/present juxtaposition"
Bates Motel,1,"It was all creepy as hell, but it was an 'aww' kind of creepy. The creepiest creepy 'aww' ever, but still we can't help but say it. Aww. Rest in peace, Norman."
Bates Motel,1,I came late to the Bates Motel saga not having discovered the show until the third season. What pulled me in was Norma and Norman's weird and wacky relationship. You couldn't have one without the other.
Bates Motel,1,A suitably tragic and elegant close.
Bates Motel,1,"None of us were really expecting a happy ending to Bates Motel, were we?"
Bates Motel,1,"In its final season, Bates Motel proved over and over again that it is one of the few series on television that can simultaneously subvert predictions, exceed expectations and make every shocking twist feel completely earned."
Bates Motel,1,This final season was thoughtful and provocative end to a complex multi-year tragedy.
Bates Motel,1,"This final incarnation of Bates Motel still has all the strengths of the earlier years, but now with a real sense of shape and purpose."
Bates Motel,1,"Of course, the fun in Bates Motel is in perverting that sweetness until its outright rancid, but The Cord wants viewers to remember that this was a show that was driven by love at the end of the day."
Bates Motel,1,It's amazing Bates Motel ended as well as it did.
Bates Motel,1,"For Bates Motel, such a fitting end may seem antithetical to a series with so many shocks, but it should help the series stand up over time"
Bates Motel,1,"Few shows are better in their second half than their first, but there's no question that seasons four and five of Bates Motel were superior to two and three."
Bates Motel,1,"From its pitch-perfect production and costume designs to its well written arc of ebbing climaxes and violent episodes, ""Bates Motel"" cooks on all burners."
Bates Motel,1,"Farmiga has given one of the best performances on TV for Bates Motel's entire run, as both ""real"" Norma and the version that lives in Norman's head."
Bates Motel,1,I'm not sure where the end of [Romero's] story will lead but I'm excited to see it play out.
Bates Motel,1,"Rare is the movie adaptation that is not just excellent, but which becomes its own radiant achievement. It doesn't seem too early to bestow that praise upon Bates Motel."
Bates Motel,1,"While season 5 appears poised to tell the story of a schizophrenic killer trying to remain in the shadows, what's even more exciting about the final chapter is that it's clear the exploration of Norman Bates is not yet complete."
Bates Motel,1,Thanks to the four years of accumulated backstory that's come before -- along with the ongoing knowledge of where this ends -- even the most incidental moments take on additional emotional weight.
Bates Motel,1,"The creepiest, best moments are still those focused on Norman and the now-deceased Norma as Norman moves ever closer to the Norman Bates of Psycho fame."
Bates Motel,1,"'Bates Motel' is moody, emotional, tense, and occasionally absolutely horrifying. Like Norman, it is not to be underestimated."
Bates Motel,1,Bates Motel season 5 is an exciting and refreshing take on the Psycho mythology and continues to be a showcase for the outstanding cast.
Girls5eva,1,"There's power and self-reflection, ridiculousness and earnestness, determination and heart in everything about this series, music, jokes, characters and storylines included — and it just keeps proving a laugh-a-minute gem to watch."
Girls5eva,1,"Getting the balance right is tricky, but the show pulls it off. There is so much joy to be found in every episode..."
Girls5eva,1,"Even if Girls5eva weren’t densely layered with witty pop cultural references in the manner of 30 Rock, so that rewatching is rewarding, and even if it weren’t buoyed by well-written awful songs... I’d be smitten thanks to the Goldsberry’s performance."
Girls5eva,1,"Every episode is so thick with genuinely hilarious moments, it’s easy to just roll your eyes at the SNL-ness of the ones that don’t land."
Girls5eva,1,"It’s not immediately delivering the kind of sublimely satirical songs that made the first season such a masterpiece. It’s still great fun, though, as the middle-aged survivors of ’90s girl band Girls5eva continue their shaky comeback."
Girls5eva,1,"Stick with it, and it turns out the plot arcs and emotional beats guiding the eight new episodes are rather solid..."
Girls5eva,1,"In its second season, Girls5eva is as goofy and entertaining as ever, a showcase for some seriously funny women and infectious ear worms."
Girls5eva,1,Season 2 proves that the show isn’t even close to running out of steam — each plot point is deliberately designed to take these characters in the most exciting and satisfying direction possible.
Girls5eva,0,Despite some solid zingers... this sophomore batch of episodes feels listless.
Girls5eva,1,"It can be a challenge to stay invested in those story threads amidst a barrage of punchlines and musical parodies, but that never feels like a negative."
Girls5eva,1,Girls5eva is the comedy oasis the world needs right now.
Girls5eva,1,"Girls5eva season two manages to hit all the same highs, while expanding its range ever so slightly to make room for earnest self-reflection among all those goofy jokes."
Girls5eva,1,It’s a show that’s found its groove and is exceptionally comfortable in it.
Girls5eva,1,"Full of funny, likable characters who've deepened throughout the two seasons without sacrificing any of their inherent ridiculousness."
Girls5eva,1,"When given a second chance at selfhood or celebrity, which would you choose? In this highly satisfying sophomore season, Girls5eva says yes to both."
Girls5eva,1,Girls5eva’s satirization of the music industry and pop culture ephemera remains as splendid as ever.
Girls5eva,1,"Like the group itself, it knows what it wants to say and it makes no apologies for it. The songs remain great and catchy, and from top to bottom the series winningly mixes together low-key humor with laugh-out-loud moments."
30 Rock,1,[A] poignant farewell to an era.
30 Rock,0,"The good news is there's a host of amazing cameos from Salma Hayek, Julianne Moore... But they're sometimes not very funny, and the whole thing has the feel of a rushed comedy riff whipped off over too many cups of coffee."
30 Rock,1,"30 Rock could coast on the goodwill generated by the knockout, surprisingly moving Liz Lemon wedding episode but it seems intent on regaining its former glory as it roars its way to a conclusion."
30 Rock,1,"The best thing about the final season is that, like the entire series, it was never perfect. But the fact that it felt different than any other sitcom was part of its appeal. And that energy is evident in the final episodes."
30 Rock,1,"Uproariously funny and also -- dare I say it -- beautifully poignant. Well done, Lemon, well done. You'll get no eye-rolling from me."
30 Rock,1,"I'm genuinely sad to lose my Thursdays with this awesomely dense comedy, which amounted to a grenade made of zingers."
30 Rock,1,"While many might have expected a sendoff in the fashion of the oft-compared-to Mary Tyler Moore Show, with the entire TGS family tearfully embracing as the studio goes dark, 30 Rock stayed true to its bizarre heart."
30 Rock,1,"Happily, Tina Fey is running this manic circus, rising to the occasion with a final hour of self-referential zaniness that finds many fruitfully funny and characteristically twisted variations on the theme of saying goodbye."
30 Rock,1,"Manages to maintain the joke-dense nature of 30 Rock to the very end, with enough callbacks to satisfy any fan. And the media satire is sharp to the very last."
30 Rock,1,"In taking on the greed, ineptitude and ego rampant in the boardroom, Fey created the most radically subversive satire of the oft-satirized TV business ever."
30 Rock,1,"At the moment, network TV is relatively rich with farce... 30 Rock operates at several orders of magnitude higher."
30 Rock,1,At its worst it was good. At its best it was transcendent. It's not enough to say that 30 Rock didn't die. Its whole life was thunder.
30 Rock,1,"On a purely joke-for-joke basis the seven seasons of Tina Fey's TV industry satire might be the best US sitcom of all time. Based on Fey's own experiences as a Saturday Night Live head writer, this was democratic ensemble farce of the highest calibre."
30 Rock,1,"As bright, light and taut as a miracle fiber. The jokes -- smart, surreal jabs at culture and politics -- never let up."
30 Rock,1,"Liz Lemon was flawed and complex, but she was also witty and smart and no-nonsense, especially when it came to herself. We relate to her because she made our most basic and common flaws hilarious to watch every week."
30 Rock,1,"Most long-running sitcoms fade away, but Liz Lemon didn't run out of juice."
30 Rock,1,"It was one of the most satisfying sitcom enders I've seen, right up there with the end of The Mary Tyler Moore Show and Cheers, series that operated along the same no-fuss, let's-all-have-a-good-time wavelength."
30 Rock,0,"Anyone returning, hoping for the old Rock rather than the new, is bound to be disappointed in this strained outing."
30 Rock,1,"No show before 30 Rock commented as astutely on television culture as it mocked NBC and terrible TV trends (""MILF Island,"" anyone?). For that alone, 30 Rock deserves the thanks of a grateful nation."
30 Rock,1,"Through seven seasons, loving ""30 Rock"" always seemed like evidence that one's brain and heart were connected perfectly."
30 Rock,1,"What I'll miss most when 30 Rock is gone is the conduit it provided into whatever was on Fey's mind. As 30 Rock found its way and sharpened its blade, Fey became the unofficial spokeswoman for a niche demographic."
30 Rock,1,"Man, with 30 Rock almost over, who will we look to on NBC to mercilessly mock NBC?"
30 Rock,1,The anchor of 30 Rock has always been the friendship between Liz Lemon and Jack Donaghy which is a pairing that has only gotten stronger now that there's mutual respect between them.
30 Rock,1,"So: funny funny, and full of well-chosen guest appearances and cameos. But above all there was a sweetness to the episode."
30 Rock,1,"All great things must come to an end, and 6 1/2 seasons seems like a reasonable life span for this great thing -- packed with wordplay, sight gags, pop-culture tangents and assorted other odds and ends."
30 Rock,1,I respect Tina Fey's desire to end the show while it's still good. But an episode like this one just reminds me of how much I'm going to miss 30 Rock when it's gone.
30 Rock,1,"I suspect that much of this season will be about Lemon and Jack trying to tank the network, and that promises to be a comedy goldmine."
30 Rock,1,"Live From Studio 6H was one of if not the funniest episode of the season, and the concept was also on point."
30 Rock,1,"Each episode of 30 Rock suggests a Hollywood blockbuster condensed to a half-hour, every sensible plot development seemingly replaced by an absurd twist."
30 Rock,1,Looks like Liz Lemon's going out in a blaze of glory. Blerg...we miss her already.
Psych,1,"The outing is not immune to the overall sloppiness that crept into Psych in its later years, but it's sweet and appropriately conclusive - and it has enough of the series' early virtues to remind those who liked it what they liked about it."
Psych,1,"I reckon everyone who watched ""Lock, Stock"" had [a] smashing time anyway."
Psych,0,"Even though it's had a successful run over almost nine years at this point, Psych looks like it's sustained by perpetual motion, not by the excitement of producing entertaining television."
Psych,1,"Psych opened its eighth season with an episode that was largely a standalone, Juliet-less outing removed from continuity...yet one that was a special kind of ""magical"" nonetheless."
Psych,1,"It was probably a good thing that Psych didn't attempt a big, splashy finale. The dressed-down version was the perfect way to end this series, to bookend what Psych was always about: relationships between characters and a boy growing up."
Psych,1,"It was mostly a fun ride which, also like Monk, managed to create a nifty ensemble as well."
Psych,1,"The real triumph of Psych is that it has lasted eight seasons, since it hails from a TV genre of absurd and sometimes silly humor that often wears out its welcome quickly."
Psych,1,"Few shows display the level of unbridled, free-form silliness that Psych had."
Psych,1,"To call an episode of Psych ""funny"" is kind of redundant. In fact, I think the dictionary should now just have a picture of Shawn and Gus as the definition of the word ""funny."""
Psych,1,"After what feels like the longest hiatus in the history of cable television, our favorite psychic and his black friend have FINALLY returned to primetime - and with jolly good installment to boot!"
The Endgame,1,"This is pretty standard primetime crime/thriller fare, but its twist has potential."
The Endgame,0,"Sure its fun to watch Baccarin regard Bathe with the same kind of amused regard an older brother gives to his younger siblings attempts at tackling him, but it gives The Endgame zero sense of stakes."
The Endgame,0,"We’ve been down this road before, but at least this one is paved in Baccarin’s dark lipstick and wry, self-assured grins."
The Endgame,0,"The Endgame is the sort of show that believes it can compete with an international hit like Money Heist by staging seven simultaneous bank takeovers, while giving us precious little reason to care what happens in any of them."
The Endgame,0,"The Endgame is by turns boring and by other turns generic and nonsensical. Its story isn’t compelling enough to follow beyond the first episode, and we’re figuring that the interplay between its stars isn’t enough to keep people watching."
The Endgame,1,"The Endgame makes enough of the right moves to inspire curiosity about where this intricate scheme ultimately leads. While it doesn't tell you much about its endgame, as this sort of exercise goes, that's a good place to start."
The Endgame,0,"It all looks quite sleek and impressive, but even after just two episodes, Elena’s ability to pull off the impossible out of nowhere begins to get old."
The Endgame,0,"There are no visual ideas here, no narrative ideas and no core performances to keep you watching while waiting for those other attributes to emerge."
The Endgame,1,"Conceptually familiar, narratively overambitious, and yet somehow still enjoyable... defies easy dismissal thanks to the uncontainable charisma of Morena Baccarin."
The Endgame,0,It's laughable rather than intimidating.
The Endgame,1,"The Endgame is a crackerjack of a caper show, a tautly edited blend of action and wit that blows along like a runaway train."
The Endgame,0,"Morena Baccarin and Ryan Michelle Bathe, longtime supporting players getting starring roles in a large-scale series for the first time, do not feel irreplaceable, and the show's clunky, obvious writing doesn't give them much to work with."
The Office,1,"It's worth taking a trip to the darker, more depressing, awkward, uncomfortable, and just plain sad version of The Office that started it all: the original."
The Office,1,"The humor's slightly darker than the American version, with more focus on characters' dissatisfaction with their dead-end job at a paper company, and Ricky Gervais steals every scene he's in as David Brent, the bumbling boss."
The Office,1,"The genius of the show is Gervais, who also writes and directs, putting the vile Brent into situations that are ripe for disaster - and promptly turn out much worse than anyone could have imagined."
The Office,1,It is all unspeakably beautiful.
The Office,1,The Office is a remarkable piece of TV history - a genuine institution of comedy and creativity that has inspired more television series than most.
The Office,1,What is so endearing and hilarious about the show is the utter honesty captured by the camera.
The Office,1,"Fortunately the BBC series (2001-'03), totaling about eight hours, has been collected on DVD, and this marathon screening offers neophytes a chance to immerse themselves in its black humor and disarming pathos."
The Office,1,"Although you'll never forget that The Office is fake, one aspect of the show feels very real: It captures the blend of frustration and tedium that makes up the bulk of most people's lives."
The Office,1,"Written and directed by star Gervais and Stephen Merchant, ""The Office"" stings with its depiction of office politics and personalities at their most petulant."
The Office,1,"But if we are to take The Office as a perfect artistic expression of the passions, desires and fears of our age, like a Michelangelo painting but on telly and starring a fat bloke, what makes it what it is?"
The Office,1,"Throughout all 14 episodes of the British series, we never once believe that what we are seeing couldn't ever happen in an actual office."
The Office,1,"t's a hilarious, funny, terrific show, but it's also a deeply sad one, a comic tragedy that puts the emphasis on the latter word in the final two episodes of its second series."
The Office,1,The Office is most appealing when it's most appalling.
The Office,1,The Office still feels unique in its commitment to the bleak monotony of the average British working day.
The Office,1,But perhaps what was most surprising was that a comedy set in the average workplace appealed so much to us - people too young to have spent much time in one. It proved good comedy is universal and eternal.
A.P. Bio,1,"This kind of humor, rife with wackiness and second-hand embarrassment, has become a trademark of the series and the laughs are nearly always on point, even when viewers are wincing at the same time."
Heroes,0,"Once again, then, an error-riddled and confusingly-plotted episode of Heroes where everyone acted out of character, which, by this point, can be considered entirely consistent with their previous appearances."
Heroes,0,"Maybe I'm coming off a little harsh, but after so many years of mediocre storytelling and promises of things being better, I'm over it."
Heroes,1,"With the fourth and final season going back to basics, as well as injecting some much needed warmth and depth into several previously underdeveloped characters, Heroes definitely went out with a bang."
Heroes,1,"Season 4 was not the rebirth of Heroes, but it improved the series enough to prove that there is still a lot of potential."
Heroes,0,"The fourth season of Heroes ended not with a bang, not with a whimper, but with a collective synchronized shrug."
Heroes,0,It's legitimately incomprehensible that the show's producers have jobs.
Heroes,0,"Ideas so ill-conceived and poorly executed, you'd think the show was written by committee and the writers had given up-really been phonin' it in there for quite some time."
The Purge,1,This season knows how to combine the suburban nightmare of the first part with the frenetic sequences and the political and social complications. [Full Review in Spanish]
The Purge,1,"The shift effectively creates a brave new world... where the writers are given a chance to more fully explore the consequences of that single 12-hour period, and to draw a more complete picture of a world."
The Purge,1,"The acting throughout is solid, and Tim Andrew has always been a reliable hand in the director's chair, both with actors and with the general feel and tone of an episode."
The Purge,1,"Yes, we got subjected to another round of kill or be killed on Purge night, but the promise of The Purge Season 2 Episode 1 is that with another 364 days to go before the commencement of the next Purge, we're in unfamiliar territory."
Brave New World,0,"Despite some evocative (and provocative) visuals and appropriate dramatic tension, it fails to truly excite."
Brave New World,1,"To the likely dismay of Huxley purists, Peacock's Brave New World is sexy, gorgeous, and exciting, a feast of visual and sensory delights that's often purposely empty in its portrayal of purposely empty people."
Brave New World,0,"It's just never compelling, never engrossing and, worst of all, not thought-provoking to the degree it needs to be given its subject matter and acclaimed, if dated, source material."
Brave New World,1,"Although [Alden Ehrenreich] again does not have a hit on his hands (the series got cancelled after one season), Brave New World remains a watchable escapist fantasy."
Brave New World,1,"Regardless of whether you are familiar with the novel or not, this is a world that is very easy to escape into, and by doing so the series demands we ask bigger questions about the nature of escape itself."
Brave New World,1,Dystopian sci-fi series is heavy on sex and violence.
Brave New World,0,Disastrously walked into every known pitfall of trying to turn what is essentially a philosophical discourse into gripping drama. Even mediocre drama would have been a start.
Brave New World,1,"I like the look of it, even if it's not the stand out show we've seen in the last few months, I will certainly keep watching it."
Brave New World,1,"Brown Findlay and Lloyd are likeable leads, and we root for them even though they are explicitly lacking in emotion."
Brave New World,0,"Miniseries that scratches on Aldous Huxley's novel, staying on the surface. [Full review in Spanish]"
Brave New World,1,"Made with great visual oomph and a clever tweaking of Huxley's plotting, it is, ironically, top-grade escapism while lingering on Huxley's satiric depiction of a society soothed and manipulated by pleasure and drugs."
Brave New World,0,"The constant writhing of beautiful bodies isn't enough to keep the interest in a show with a plotline as thin as ice. Lazy writing with no engaging qualities leaves this one, one tough pill to swallow."
Brave New World,0,"The cast is good. The writing is mediocre. It hews closely to Aldous Huxley's novel, except when it departs from it. There are a surprisingly large amount of orgies, and yet, they are in no way the reason to watch or not to watch Brave New World."
Brave New World,0,Brave New World is all flash and no substance. It looks good but that's about as far as it goes. It isn't really interested in getting too deep into how the world operates because that's not where its priorities lie.
Brave New World,0,"Temperamentally so right-wing that I wish it were better. As it is, the series is merely tolerable, hampered by a lead-you-around-by-the-nose quality that is more in keeping with the network-TV ethos than with top-shelf cable drama."
Brave New World,0,"Not only have we had a ton of sci-fi dystopias lately, but Huxley's novel is one of the most popular and enduring ever; most of the stuff you're sick of was already cribbed from it in the first place. That puts this new series in a tricky position"
Brave New World,1,"As far as summer shows go, Brave New World might be ideal, and it scores points because it can be appreciated on multiple levels."
Brave New World,1,Brave New World rings false in the same simple way its novel does now: capitalism just got bigger and more inhumane.
Brave New World,0,"Brave New World is caught in a feedback loop of references, one that only occasionally resonates with a culture in the midst of challenging systems, unseen and otherwise."
Brave New World,0,"There is nothing particularly brave, new, or urgent about this monotonous sex, drugs, and caste system saturated vision of a future New London."
Brave New World,0,"""Antiseptic"" doesn't begin to describe it."
Brave New World,1,"As pure entertainment ""Brave New World"" is well-paced and features a strong cast... We are just left wondering what the show wants to say or cares about."
Brave New World,1,"Brave New World offers a relatively breezy way to examine timeless issues of class consciousness and escapism, just relevant enough to not feel like the meaningless amusements it preaches against."
Brave New World,0,"Slick, expensive-looking and with the biggest name behind it, ""Brave"" should have been Peacock's best offering, but instead is its biggest flop."
Brave New World,0,"Sadly, beyond those genre departures that seem like, let's be honest, products of inconsistent tone in the show's writing and direction, Brave New World doesn't offer much."
Brave New World,1,"With fresh plotting, an expanded focus, and after updating a few outdated themes, this ""Brave New World"" is very different from the book. But when you're trying to make a new thing out of an old thing, that can be OK."
Brave New World,0,"While it looks pretty, it feels thin. Entire stretches are given over to PG-rated orgies instead of clearly explaining the plot. Moreover, a TV series where audiences are supposed to sympathize with the bored and unhappy one percent feels out of touch."
Brave New World,1,"Interesting looking and provocative in its themes, Brave New World starts out with considerable promise and doesn't end nearly as well; still, at least the show feels big, strange and slightly different."
Brave New World,0,"Welcome to this not-so Brave New World, where all the ideas feel old and not nearly as deeply considered as the creators think. But, hey, at least it all looks fabulous."
Brave New World,0,"It spends so much time reveling in its own aesthetic that dramatic momentum becomes an afterthought. At the same time, there are real ideas contained within the nine-part series. Some of them are actually in the book."
Brave New World,1,Brave New World succeeds mostly as a rainbow-colored spectacle one can easily sit with despite the violence and empty sex appeal... or perhaps because of it.
Brave New World,0,The idea of a society where pandemics have been completely eradicated may sound ideal in this particular moment. But that's the only attractive I could find in Brave New World's utopic setting. [Full Review in Spanish]
Brave New World,0,"[Brave New World] could have gone in any wild direction it wanted, but it opted for a take that feels like the safest possible outcome."
Brave New World,0,"This adaptation looks great but is definitively hollow, and in turn all of its parties, extensive discussions, and choreographed orgy scenes become simply exhausting."
Brave New World,0,"Huxley's novel was revolutionary when it was published nearly 90 years ago, but the show has turned it into just another piece of consumer content."
Brave New World,0,Brave New World plays it safe and rehearses empty criticisms that are undone by its own content and platform.
Brave New World,1,"Brave New World is begging for discussion, and there's a lot to unpack."
Brave New World,1,"There's a lot of talk about the ""social body"" in a lavish new limited-series adaptation of Brave New World... But it's the many scantily clad bodies writhing in orgiastic abandon that you might remember after watching this sleek and sensual depiction."
Brave New World,0,"As it unfolds, ""Brave New World"" fits only the most nebulous sense of the word ""interesting,"" with its most relevant commentary left behind in the Savage Lands."
Brave New World,1,"""Brave New World"" isn't bad - what remain of Huxley's central ideas here are still relevant and important. They're just presented in a such a muted way you wind up thinking of another Rolling Stones song, about wanting more satisfaction."
Brave New World,0,There's nothing brave or new to see here.
Brave New World,0,"The nine-part debut season feels like it's built on miscalculation atop miscalculation, but the gravest one is that the citizens of New London are effectively extraterrestrials."
Brave New World,0,"For the most part, we're left with an unsexy portrait of decadence, a thriller without thrills, a prescription that's less soma than Sominex."
Brave New World,0,"It's not an immediately gripping techno-satire, nor a mindbending puzzle box. It's not an impressive sci-fi world, nor a bold piece of sex-violence-profanity prestige. It's just a disappointing adaptation trying to be everything for everyone."
Brave New World,1,"Whether by showrunner David Weiner's design or network notes, the show lightens up, allowing for more moments of dark humor but also some weird character turns."
Brave New World,1,"A well-made, thoughtful show, succumbing only occasionally to the silliness of its extreme premise. That is about as much as you can ask from a debuting drama series in this moment of content."
Brave New World,1,"Though the ""Westworld"" parallel applies to the affluent creeps-exploiting-the-poor in an amusement park narrative, ""Brave New World"" is much more rewarding to watch."
Brave New World,0,"The series looks gorgeous, and expensive, even if its sci-fi brutalist aesthetic is a bit generic. The performances are solid, too... Yet something is missing from the show's core... I struggled to get invested in this bunch."
Brave New World,1,"By the time the romantic triangle heats up, Brave New World has successfully put the ""soap"" back in ""dystopia."" I swear that pun works if you take the right pills."
Brave New World,1,"...don't expect to hear Huxley's famous phrase ""orgy-porgy,"" nor is there much use of a scent organ to rev up the alphas and beta pluses pushing them into a frothy sexual peak. There's no sex hormone chewing gum, either-such a pity."
Brave New World,0,"Both Brown Findlay and Ehrenreich seem frustratingly tamped-down here... No wonder the actors seem exhausted; their project, deep into its first season, doesn't know what kind of show it wants to be."
Brave New World,1,"Brave New World is essentially an analysis of compassion ⁠and how much the constructs of our society can get in the way of that. Amid a global pandemic and countless other issues in our world, that sentiment feels more relevant than ever."
Brave New World,1,"Brave New World is less about philosophy and more about slick, sexy sci-fi storytelling. It's not high art, but it is a truly fun and raucous watch."
Brave New World,1,"It's a well-made and thought-provoking adaptation, even if it could be a little braver."
Brave New World,0,Brave New World has too many parts out of place to be a success - and stripped out one of the most important parts that would have made it a success.
Brave New World,1,Brave New World is summer viewing at it's finest: decadent and sexy with just enough depth to keep you engaged during the hottest days of the year.
Dr. Death,1,"Grim viewing — and gripping, anxiety-riddled, cliffhanger-filled and highly bingeable viewing, too."
Dr. Death,1,Driven by Joshua Jackson's surprising performance. [Full review in Spanish]
Dr. Death,1,Jackson is great as a wannabe genius descending into a self-created hell.
Dr. Death,1,"As this compelling series reminds us time and time again, despite Duntsch's obvious personality issues, the true villain of the piece is the system that let him practice for so long, and continues to allow other equally dangerous medics to do so."
Dr. Death,1,"While this summer's horror movies are doing their best to scare us, none of them will come close to giving me the chills that the operating room scenes in the new Peacock series ""Dr. Death"" do."
Dr. Death,1,"Digging into Christopher Duntsch's personal and professional life, Dr. Death paints a detailed portrait of a possible sociopath."
Dr. Death,1,"There are times where it feels like the show is preying on you. There are repeated loud, visceral surgery scenes where bones crack and blood gushes."
Dr. Death,1,"Director of the first two episodes, Maggie Kiley (Dirty John) does a magnificent job of throwing the audience into the unfolding mystery and horror as Henderson and company uncover the full extent of Duntsch's malpractices."
Dr. Death,1,"Dr. Death is as entertaining as it is enraging, although anyone with a history of dealing with inadequate medical professionals may find it triggering (also triggering is the sound that surgical hammers make when striking the spine)."
Dr. Death,1,"We have a lot of reservations about Dr. Death, but considering the show will examine just how a butcher like Duntsch can keep getting hired by major hospitals who should be vetting their hires better, we'll keep watching."
Dr. Death,1,"Hats off to Macmanus and directors Maggie Kiley, Jennifer Morrison and So Yong Kim for their ambitious vision, not to mention the ace cast. At the same time, it's a shame that Dr. Death is too often so dull."
Dr. Death,1,"Jackson captures Duntsch's god complex and fragile ego, and while this means it's going to be easy to hate the doctor with every fiber of your being, that's the point."
Dr. Death,1,"Dr. Death succeeds at presenting us with a dark, terrifying story complete with one hell of a villain. There's no doubt that Joshua Jackson is perfectly cast. It'll take some time before I'm ready to see him in anything else."
Dr. Death,1,"This adaptation manages to improve on its source material, perhaps because the story of Dr. Christopher Duntsch is so monstrous, it must be seen to be believed."
Dr. Death,1,"It hardly matters if the series around him understands Duntsch, because Jackson plays him with chilling consistency, so committed to his character's commitment to his own brilliance and infallibility that you occasionally find yourself believing."
Dr. Death,1,The limited series is more unnerving than any horror movie.
Dr. Death,1,"Dr. Death is an easy binge, but a hard watch. The traumatizing surgeries are just that, and Jackson finds just the right balance of dark ambiguity in his performance."
Dr. Death,1,"The series' excursions into Duntsch's past make the emerging picture all the more disturbing. With roles for the likes of Kelsey Grammer and Grace Gummer, it's highly bingeable stuff."
Dr. Death,1,The generally underrated Joshua Jackson carries Dr. Death with a fascinating blend of idiotic confidence and nonchalant sociopathology.
Dr. Death,0,"Despite the show's few thrills, its structure only reveals an unsteady grasp of the story at its center."
Dr. Death,1,"The most striking aspect of this story, perhaps, is the current of plausibility that runs through it all, that says this is what can happen, this is what did happen to the victims of someone revered as an authority, like Duntsch."
Dr. Death,1,The what and the how are harrowing enough. Dr. Death succeeds by focusing on the people who fought for years to make sure Christopher Duntsch could do no more harm.
Dr. Death,1,"The show offers a stark warning that viewers will surely keep in mind the next time they require surgery, no matter how routine."
